#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	prediction	combined_score
GLDC	ACACB	1857365	1852406	9606.ENSP00000370737	9606.ENSP00000341044	0	0	0	0	0	0	0	0.631	0	0.631
GOT2	ADH1A	1843750	1842451	9606.ENSP00000245206	9606.ENSP00000209668	0	0	0	0	0.112	0	0	0.601	0	0.631
AMY2A	p-nitrophenol	1860016	-100000980	9606.ENSP00000397582	-1.CID100000980	0	0	0	0	0	0.631	0	0	0	0.631
TOP2A	LARS2	1860923	1845767	9606.ENSP00000411532	9606.ENSP00000265537	0.104	0	0	0	0.114	0	0	0.572	0	0.630
EPRS	UMPS	1854472	1843321	9606.ENSP00000355890	9606.ENSP00000232607	0.275	0	0	0	0.159	0	0	0.442	0	0.630
MYLK	EPX	1853981	1843016	9606.ENSP00000353452	9606.ENSP00000225371	0	0	0	0	0	0	0	0.630	0	0.630
TOP2B	SHMT2	1859958	1851612	9606.ENSP00000396704	9606.ENSP00000333667	0.069	0	0	0	0.139	0	0	0.576	0	0.630
DUSP5	MAP2K1	1855063	1848411	9606.ENSP00000358596	9606.ENSP00000302486	0	0	0	0	0	0.269	0	0.514	0	0.630
GLUL	GOT2	1849018	1843750	9606.ENSP00000307900	9606.ENSP00000245206	0	0	0	0	0.072	0	0	0.617	0	0.630
ECE1	FTH1	1856200	1846327	9606.ENSP00000364028	9606.ENSP00000273550	0	0	0	0	0	0	0	0.630	0	0.630
TXNRD1	GSS	1861975	1842630	9606.ENSP00000434516	9606.ENSP00000216951	0	0	0	0	0.102	0	0	0.605	0	0.630
TOP2B	LARS2	1859958	1845767	9606.ENSP00000396704	9606.ENSP00000265537	0.104	0	0	0	0.114	0	0	0.572	0	0.630
GART	ADK	1857440	1847021	9606.ENSP00000371236	9606.ENSP00000286621	0.110	0	0	0	0	0	0	0.601	0	0.630
MMAB	GALNT2	1862304	1854426	9606.ENSP00000445920	9606.ENSP00000355632	0	0	0	0	0	0	0	0.629	0	0.629
MMP14	NOS3	1849042	1847875	9606.ENSP00000308208	9606.ENSP00000297494	0	0	0	0	0	0	0	0.629	0	0.629
PLAT	CPB2	1842802	1842337	9606.ENSP00000220809	9606.ENSP00000181383	0	0	0	0	0	0	0	0.628	0	0.629
ACACA	CARS2	1852858	1844505	9606.ENSP00000344789	9606.ENSP00000257347	0.108	0	0	0	0	0	0	0.602	0	0.629
KAT8	HDAC7	1860574	1842249	9606.ENSP00000406037	9606.ENSP00000080059	0	0	0	0	0	0.308	0	0.486	0	0.629
NOS1	CASP3	1852004	1849375	9606.ENSP00000337459	9606.ENSP00000311032	0	0	0	0	0	0	0	0.629	0	0.629
TKTL1	GAPDHS	1855134	1842904	9606.ENSP00000358931	9606.ENSP00000222286	0.462	0	0	0	0.075	0	0	0.316	0	0.629
HSP90AA1	HDAC4	1851814	1845573	9606.ENSP00000335153	9606.ENSP00000264606	0	0	0	0	0	0.082	0	0.612	0	0.629
YARS	RPS5	1855915	1842374	9606.ENSP00000362576	9606.ENSP00000196551	0	0	0	0	0.170	0	0	0.572	0	0.629
GALT	DHDH	1856937	1842829	9606.ENSP00000368119	9606.ENSP00000221403	0	0	0	0	0.063	0.292	0	0.486	0	0.629
ACACB	CARS2	1852406	1844505	9606.ENSP00000341044	9606.ENSP00000257347	0.108	0	0	0	0	0	0	0.602	0	0.629
CARS	ACACA	1857239	1852858	9606.ENSP00000369897	9606.ENSP00000344789	0.108	0	0	0	0	0	0	0.602	0	0.629
ACACA	IDH3A	1852858	1848074	9606.ENSP00000344789	9606.ENSP00000299518	0	0	0	0	0	0.363	0	0.441	0	0.629
CTSB	BACE1	1852546	1850057	9606.ENSP00000342070	9606.ENSP00000318585	0	0	0	0	0	0	0	0.628	0	0.628
PLAU	ENO3	1855748	1850612	9606.ENSP00000361850	9606.ENSP00000324105	0	0	0	0	0	0	0	0.627	0	0.628
TRPM2	O-phosphothreo.	1848185	-100001016	9606.ENSP00000300482	-1.CID100001016	0	0	0	0	0	0.628	0	0	0	0.628
METAP1	PDF	1847721	1847101	9606.ENSP00000296411	9606.ENSP00000288022	0	0	0	0	0.087	0	0	0.609	0	0.628
DNM1	CDK16	1855784	1846467	9606.ENSP00000362014	9606.ENSP00000276052	0	0	0	0	0	0	0	0.627	0	0.627
LARS	CHIA	1858198	1852511	9606.ENSP00000377954	9606.ENSP00000341828	0	0	0	0	0	0	0	0.627	0	0.627
TPSAB1	CPA3	1852714	1847667	9606.ENSP00000343577	9606.ENSP00000296046	0	0	0	0	0	0	0	0.627	0	0.627
ELANE	GZMB	1845377	1842586	9606.ENSP00000263621	9606.ENSP00000216341	0	0	0.524	0.823	0	0.576	0	0.216	0	0.626
TOP2B	ACACB	1859958	1852406	9606.ENSP00000396704	9606.ENSP00000341044	0	0	0	0	0.114	0	0	0.596	0	0.626
CLOCK	KAT2B	1849105	1845408	9606.ENSP00000308741	9606.ENSP00000263754	0	0	0	0	0	0.570	0	0.167	0	0.626
TOP2B	ACACA	1859958	1852858	9606.ENSP00000396704	9606.ENSP00000344789	0	0	0	0	0.114	0	0	0.596	0	0.626
TOP2A	ACACB	1860923	1852406	9606.ENSP00000411532	9606.ENSP00000341044	0	0	0	0	0.114	0	0	0.596	0	0.626
ACAA1	GCDH	1851610	1842891	9606.ENSP00000333664	9606.ENSP00000222214	0.347	0	0	0	0.225	0	0	0.321	0	0.626
TOP2A	ACACA	1860923	1852858	9606.ENSP00000411532	9606.ENSP00000344789	0	0	0	0	0.114	0	0	0.596	0	0.626
TOP2B	KARS	1859958	1850738	9606.ENSP00000396704	9606.ENSP00000325448	0	0	0	0	0.145	0	0	0.579	0	0.625
CARS	IMPDH2	1857239	1850365	9606.ENSP00000369897	9606.ENSP00000321584	0	0	0	0	0.235	0	0	0.530	0	0.625
DNASE1	GAPDH	1843845	1843185	9606.ENSP00000246949	9606.ENSP00000229239	0	0	0	0	0	0	0	0.625	0	0.625
TK2	CCNB1	1861078	1844435	9606.ENSP00000414334	9606.ENSP00000256442	0	0	0	0	0.112	0	0	0.595	0	0.625
YARS2	DARS	1850272	1845491	9606.ENSP00000320658	9606.ENSP00000264161	0	0	0	0	0.160	0	0	0.571	0	0.624
GBA3	GBA2	1864575	1856813	9606.ENSP00000471397	9606.ENSP00000367343	0	0	0	0	0	0	0	0.624	0	0.624
SRC	DNM3	1853652	1853642	9606.ENSP00000350941	9606.ENSP00000350876	0	0	0	0	0	0.101	0	0.599	0	0.624
DGUOK	CMPK2	1845479	1844464	9606.ENSP00000264093	9606.ENSP00000256722	0	0	0	0	0.142	0	0	0.580	0	0.624
GRK1	GUCY2D	1851775	1844332	9606.ENSP00000334876	9606.ENSP00000254854	0	0	0	0	0	0	0	0.624	0	0.624
CTSB	MMP2	1852546	1842719	9606.ENSP00000342070	9606.ENSP00000219070	0	0	0	0	0	0	0	0.623	0	0.623
DARS2	SARS	1854295	1843407	9606.ENSP00000355086	9606.ENSP00000234677	0.069	0	0	0	0.114	0	0	0.580	0	0.623
BCAT1	GLUD1	1862253	1846542	9606.ENSP00000443459	9606.ENSP00000277865	0	0	0	0	0.070	0	0	0.611	0	0.623
CASP1	ATXN3	1860827	1858089	9606.ENSP00000410076	9606.ENSP00000376965	0	0	0	0	0	0.567	0	0.167	0	0.623
PFKL	GAPDHS	1846114	1842904	9606.ENSP00000269848	9606.ENSP00000222286	0.215	0	0	0	0.166	0	0	0.470	0	0.623
MAN1B1	MAN2A2	1855512	1854012	9606.ENSP00000360645	9606.ENSP00000353655	0	0	0	0	0	0	0	0.622	0	0.622
PPIAL4G	HSP90AA1	1859748	1851814	9606.ENSP00000393845	9606.ENSP00000335153	0	0	0	0	0.126	0.228	0	0.486	0	0.622
YARS	RPS2	1855915	1852518	9606.ENSP00000362576	9606.ENSP00000341885	0.071	0	0	0	0.142	0	0	0.564	0	0.622
APEX1	MCM5	1842615	1842548	9606.ENSP00000216714	9606.ENSP00000216122	0	0	0	0	0.424	0.333	0	0.096	0	0.622
UCKL1	DHODH	1853023	1842732	9606.ENSP00000346155	9606.ENSP00000219240	0	0	0	0	0.159	0	0	0.569	0	0.622
PPIAL4C	HSP90AA1	1854982	1851814	9606.ENSP00000358224	9606.ENSP00000335153	0	0	0	0	0.126	0.228	0	0.486	0	0.622
UCKL1	IMPDH2	1853023	1850365	9606.ENSP00000346155	9606.ENSP00000321584	0	0	0	0	0.172	0	0	0.563	0	0.622
PDE2A	PHLPP1	1851777	1845202	9606.ENSP00000334910	9606.ENSP00000262719	0	0	0	0	0.065	0.361	0	0.418	0	0.622
HSP90AA1	CDK14	1851814	1845800	9606.ENSP00000335153	9606.ENSP00000265741	0	0	0	0	0	0.401	0	0.394	0	0.622
MATK	staurosporine	1858261	-100005279	9606.ENSP00000378485	-1.CID100005279	0	0	0	0	0	0.620	0	0	0	0.621
FARSB	DARS	1846746	1845491	9606.ENSP00000281828	9606.ENSP00000264161	0	0	0	0	0.263	0	0	0.508	0	0.621
FUT8	FUT3	1854052	1848747	9606.ENSP00000353910	9606.ENSP00000305603	0	0	0	0	0	0	0	0.621	0	0.621
TOP2A	WARS	1860923	1853177	9606.ENSP00000411532	9606.ENSP00000347495	0.081	0	0	0	0	0	0	0.605	0	0.621
ACAA2	GCDH	1846948	1842891	9606.ENSP00000285093	9606.ENSP00000222214	0.347	0	0	0	0.225	0	0	0.313	0	0.621
AGMAT	AGXT2	1856387	1843287	9606.ENSP00000364986	9606.ENSP00000231420	0	0	0	0	0.070	0	0	0.609	0	0.621
PDE7A	PHLPP1	1859054	1845202	9606.ENSP00000385632	9606.ENSP00000262719	0	0	0	0	0.065	0.361	0	0.418	0	0.621
TOP2A	RPS5	1860923	1842374	9606.ENSP00000411532	9606.ENSP00000196551	0	0	0	0	0.112	0	0	0.591	0	0.621
GART	YARS2	1857440	1850272	9606.ENSP00000371236	9606.ENSP00000320658	0	0	0	0	0.113	0	0	0.590	0	0.620
YARS	DTYMK	1855915	1848672	9606.ENSP00000362576	9606.ENSP00000304802	0.230	0	0	0	0.118	0	0	0.486	0	0.620
EPRS	SHMT2	1854472	1851612	9606.ENSP00000355890	9606.ENSP00000333667	0.114	0	0	0	0.168	0	0	0.526	0	0.620
DPP4	FURIN	1854025	1846002	9606.ENSP00000353731	9606.ENSP00000268171	0	0	0	0	0.072	0	0	0.608	0	0.620
GNAT3	PDE6H	1858594	1845868	9606.ENSP00000381339	9606.ENSP00000266395	0	0	0	0	0.114	0	0	0.588	0	0.620
CMPK1	RPS2	1855566	1852518	9606.ENSP00000360939	9606.ENSP00000341885	0.462	0	0	0	0.288	0	0	0.088	0	0.620
YARS	CMPK2	1855915	1844464	9606.ENSP00000362576	9606.ENSP00000256722	0.230	0	0	0	0.118	0	0	0.486	0	0.620
XPNPEP1	METAP1	1861531	1847721	9606.ENSP00000421566	9606.ENSP00000296411	0.275	0	0	0	0	0	0	0.498	0	0.620
ETFDH	EHHADH	1861685	1843305	9606.ENSP00000426638	9606.ENSP00000231887	0	0	0	0	0.420	0	0	0.373	0	0.620
TXNRD1	CRYZ	1861975	1852214	9606.ENSP00000434516	9606.ENSP00000339399	0	0	0	0	0.073	0.536	0	0.189	0	0.620
PLAU	PLAT	1855748	1842802	9606.ENSP00000361850	9606.ENSP00000220809	0	0	0	0.887	0	0.576	0	0.933	0	0.620
G6PD	SRC	1858108	1853652	9606.ENSP00000377192	9606.ENSP00000350941	0	0	0	0	0	0	0	0.620	0	0.620
CASP9	MAP2K2	1851230	1845250	9606.ENSP00000330237	9606.ENSP00000262948	0	0	0	0	0	0.564	0	0.165	0	0.620
TOP2B	HSPA5	1859958	1850618	9606.ENSP00000396704	9606.ENSP00000324173	0	0	0	0	0	0.108	0	0.591	0	0.619
HDAC9	CDK2	1860731	1845906	9606.ENSP00000408617	9606.ENSP00000266970	0	0	0	0	0	0.103	0	0.592	0	0.619
CASP3	GAPDH	1849375	1843185	9606.ENSP00000311032	9606.ENSP00000229239	0	0	0	0	0	0	0	0.619	0	0.619
MAP3K5	MAP2K5	1853780	1842333	9606.ENSP00000351908	9606.ENSP00000178640	0	0	0	0.664	0	0.504	0	0.707	0	0.619
NOS3	FLAD1	1847875	1847337	9606.ENSP00000297494	9606.ENSP00000292180	0.284	0	0	0	0.284	0	0	0.317	0	0.619
ALDOB	GPD1	1856191	1848251	9606.ENSP00000363988	9606.ENSP00000301149	0	0	0	0	0.145	0	0	0.573	0	0.619
TOP2B	APEX1	1859958	1842615	9606.ENSP00000396704	9606.ENSP00000216714	0	0	0	0	0.162	0	0	0.564	0	0.619
CNDP2	NPEPPS	1850747	1850234	9606.ENSP00000325548	9606.ENSP00000320324	0	0	0	0	0	0.529	0	0.225	0	0.619
LONP1	CLPB	1854041	1847462	9606.ENSP00000353826	9606.ENSP00000294053	0	0	0	0	0.158	0.251	0	0.445	0	0.619
TOP2A	NTHL1	1860923	1842717	9606.ENSP00000411532	9606.ENSP00000219066	0.197	0	0	0	0	0	0	0.546	0	0.619
PDHA1	PFKM	1857098	1852972	9606.ENSP00000369134	9606.ENSP00000345771	0	0	0	0	0.077	0	0	0.604	0	0.619
TOP2B	NTHL1	1859958	1842717	9606.ENSP00000396704	9606.ENSP00000219066	0.197	0	0	0	0	0	0	0.546	0	0.619
TOP2B	RPS2	1859958	1852518	9606.ENSP00000396704	9606.ENSP00000341885	0	0	0	0	0.142	0	0	0.574	0	0.619
GLDC	ATIC	1857365	1843445	9606.ENSP00000370737	9606.ENSP00000236959	0	0	0	0	0.492	0	0	0.281	0	0.619
GLDC	ACACA	1857365	1852858	9606.ENSP00000370737	9606.ENSP00000344789	0	0	0	0	0	0	0	0.619	0	0.619
CDK16	MCM5	1846467	1842548	9606.ENSP00000276052	9606.ENSP00000216122	0	0	0	0	0.288	0.144	0	0.426	0	0.619
PHLPP2	PDE2A	1853322	1851777	9606.ENSP00000348611	9606.ENSP00000334910	0	0	0	0	0.065	0.361	0	0.412	0	0.618
PHLPP1	PDE6A	1845202	1844368	9606.ENSP00000262719	9606.ENSP00000255266	0	0	0	0	0.065	0.361	0	0.412	0	0.618
PHLPP2	PDE7B	1853322	1849328	9606.ENSP00000348611	9606.ENSP00000310661	0	0	0	0	0.065	0.361	0	0.412	0	0.618
HKDC1	ENO2	1853078	1843192	9606.ENSP00000346643	9606.ENSP00000229277	0	0	0	0	0.077	0	0	0.603	0	0.618
PDE6B	PHLPP2	1861473	1853322	9606.ENSP00000420295	9606.ENSP00000348611	0	0	0	0	0.065	0.361	0	0.412	0	0.618
PHLPP2	PDE6A	1853322	1844368	9606.ENSP00000348611	9606.ENSP00000255266	0	0	0	0	0.065	0.361	0	0.412	0	0.618
PHLPP2	PDE11A	1853322	1846991	9606.ENSP00000348611	9606.ENSP00000286063	0	0	0	0	0.065	0.361	0	0.412	0	0.618
MTRR	FOLH1	1845590	1844483	9606.ENSP00000264668	9606.ENSP00000256999	0	0	0	0	0	0	0	0.618	0	0.618
PDE10A	PHLPP2	1862089	1853322	9606.ENSP00000438284	9606.ENSP00000348611	0	0	0	0	0.065	0.361	0	0.412	0	0.618
PDE6B	PHLPP1	1861473	1845202	9606.ENSP00000420295	9606.ENSP00000262719	0	0	0	0	0.065	0.361	0	0.412	0	0.618
PDE10A	PHLPP1	1862089	1845202	9606.ENSP00000438284	9606.ENSP00000262719	0	0	0	0	0.065	0.361	0	0.412	0	0.618
PDE11A	PHLPP1	1846991	1845202	9606.ENSP00000286063	9606.ENSP00000262719	0	0	0	0	0.065	0.361	0	0.412	0	0.618
PDE7B	PHLPP1	1849328	1845202	9606.ENSP00000310661	9606.ENSP00000262719	0	0	0	0	0.065	0.361	0	0.412	0	0.618
PDE9A	PHLPP1	1847290	1845202	9606.ENSP00000291539	9606.ENSP00000262719	0	0	0	0	0.065	0.361	0	0.412	0	0.618
PDE7A	PHLPP2	1859054	1853322	9606.ENSP00000385632	9606.ENSP00000348611	0	0	0	0	0.065	0.361	0	0.412	0	0.618
PHLPP2	PDE5A	1853322	1853125	9606.ENSP00000348611	9606.ENSP00000347046	0	0	0	0	0.065	0.361	0	0.412	0	0.618
PDE5A	PHLPP1	1853125	1845202	9606.ENSP00000347046	9606.ENSP00000262719	0	0	0	0	0.065	0.361	0	0.412	0	0.618
PDE6C	PHLPP2	1855486	1853322	9606.ENSP00000360502	9606.ENSP00000348611	0	0	0	0	0.065	0.361	0	0.412	0	0.618
PHLPP2	PDE9A	1853322	1847290	9606.ENSP00000348611	9606.ENSP00000291539	0	0	0	0	0.065	0.361	0	0.412	0	0.618
YARS	ENO2	1855915	1843192	9606.ENSP00000362576	9606.ENSP00000229277	0.081	0	0	0	0.071	0	0	0.589	0	0.618
TOP2B	RARS	1859958	1843297	9606.ENSP00000396704	9606.ENSP00000231572	0	0	0	0	0.073	0	0	0.604	0	0.618
PDE6C	PHLPP1	1855486	1845202	9606.ENSP00000360502	9606.ENSP00000262719	0	0	0	0	0.065	0.361	0	0.412	0	0.618
PLAU	ST14	1855748	1846581	9606.ENSP00000361850	9606.ENSP00000278742	0	0	0	0.706	0	0.564	0	0.447	0	0.618
FUT8	POFUT2	1854052	1852233	9606.ENSP00000353910	9606.ENSP00000339613	0	0	0	0	0	0	0	0.617	0	0.617
NACAD	RPS5	1861486	1842374	9606.ENSP00000420477	9606.ENSP00000196551	0	0	0	0	0.594	0.074	0	0.064	0	0.617
NOS1	FLAD1	1852004	1847337	9606.ENSP00000337459	9606.ENSP00000292180	0.284	0	0	0	0.284	0	0	0.313	0	0.617
NOS3	WARS2	1847875	1843427	9606.ENSP00000297494	9606.ENSP00000235521	0	0	0	0	0	0	0	0.617	0	0.617
TOP2A	KARS	1860923	1850738	9606.ENSP00000411532	9606.ENSP00000325448	0	0	0	0	0.145	0	0	0.571	0	0.617
NOS2	FLAD1	1850906	1847337	9606.ENSP00000327251	9606.ENSP00000292180	0.284	0	0	0	0.284	0	0	0.313	0	0.617
TOP2A	RPS2	1860923	1852518	9606.ENSP00000411532	9606.ENSP00000341885	0	0	0	0	0.142	0	0	0.572	0	0.617
FLAD1	MTRR	1847337	1845590	9606.ENSP00000292180	9606.ENSP00000264668	0.284	0	0	0	0.284	0	0	0.313	0	0.617
CYP7A1	ABCB4	1848316	1845793	9606.ENSP00000301645	9606.ENSP00000265723	0	0	0	0	0	0	0	0.617	0	0.617
XPNPEP1	METAP2	1861531	1850725	9606.ENSP00000421566	9606.ENSP00000325312	0.275	0	0	0	0.075	0	0	0.475	0	0.617
ADH6	GOT2	1858245	1843750	9606.ENSP00000378359	9606.ENSP00000245206	0	0	0	0	0.112	0	0	0.585	0	0.616
ADH7	GPD1	1861470	1848251	9606.ENSP00000420269	9606.ENSP00000301149	0	0	0	0	0	0	0	0.616	0	0.616
WARS	MARS2	1853177	1846779	9606.ENSP00000347495	9606.ENSP00000282276	0.070	0	0	0	0.135	0	0	0.560	0	0.616
ACPP	ACP1	1850504	1846222	9606.ENSP00000323036	9606.ENSP00000272065	0	0	0	0	0	0	0	0.616	0	0.616
CHD9	HDAC1	1862956	1855935	9606.ENSP00000455307	9606.ENSP00000362649	0	0	0	0	0	0.286	0	0.485	0	0.616
PDE7B	GUCY2C	1849328	1844851	9606.ENSP00000310661	9606.ENSP00000261170	0	0	0	0	0.136	0.297	0	0.419	0	0.616
DHRS11	TADA2A	1844051	1843019	9606.ENSP00000251312	9606.ENSP00000225396	0	0	0	0	0	0	0	0.616	0	0.616
FBP1	AOC3	1856276	1849521	9606.ENSP00000364475	9606.ENSP00000312326	0	0	0	0	0	0	0	0.616	0	0.616
ACACB	PFKL	1852406	1846114	9606.ENSP00000341044	9606.ENSP00000269848	0	0	0	0	0	0	0	0.616	0	0.616
TOP2B	RPS5	1859958	1842374	9606.ENSP00000396704	9606.ENSP00000196551	0	0	0	0	0.112	0	0	0.584	0	0.615
HKDC1	PKLR	1853078	1852273	9606.ENSP00000346643	9606.ENSP00000339933	0	0	0	0	0.112	0.110	0	0.552	0	0.615
NAT1	GSTT1	1862245	1843934	9606.ENSP00000443194	9606.ENSP00000248935	0	0	0	0	0	0	0	0.615	0	0.615
RPS2	CDK7	1852518	1844436	9606.ENSP00000341885	9606.ENSP00000256443	0	0	0	0	0.070	0	0	0.604	0	0.615
EARS2	KARS	1852703	1850738	9606.ENSP00000343488	9606.ENSP00000325448	0.126	0	0	0	0.258	0	0	0.454	0	0.615
KAT7	HDAC7	1844658	1842249	9606.ENSP00000259021	9606.ENSP00000080059	0	0	0	0	0	0.308	0	0.466	0	0.614
LARS	F7	1858198	1856334	9606.ENSP00000377954	9606.ENSP00000364731	0	0	0	0	0	0	0	0.614	0	0.614
TRAF1	CASP6	1856007	1845703	9606.ENSP00000362994	9606.ENSP00000265164	0	0	0	0	0	0.567	0	0.146	0	0.614
FASN	CYP7A1	1848653	1848316	9606.ENSP00000304592	9606.ENSP00000301645	0	0	0	0	0	0	0	0.614	0	0.614
MAN1C1	MAN2A2	1856096	1854012	9606.ENSP00000363452	9606.ENSP00000353655	0	0	0	0	0	0	0	0.614	0	0.614
AKR1C2	DHDH	1857282	1842829	9606.ENSP00000370129	9606.ENSP00000221403	0	0	0	0	0.077	0	0	0.599	0	0.614
CYB5R4	ACACB	1855074	1852406	9606.ENSP00000358695	9606.ENSP00000341044	0	0	0	0	0.111	0	0	0.584	0	0.614
CYB5R4	ACACA	1855074	1852858	9606.ENSP00000358695	9606.ENSP00000344789	0	0	0	0	0.111	0	0	0.584	0	0.614
KAT7	HDAC5	1844658	1843067	9606.ENSP00000259021	9606.ENSP00000225983	0	0	0	0	0	0.308	0	0.466	0	0.614
HSP90AA1	TYMP	1851814	1844096	9606.ENSP00000335153	9606.ENSP00000252029	0	0	0	0	0	0.576	0	0.125	0	0.613
MCCC2	ACAA2	1852725	1846948	9606.ENSP00000343657	9606.ENSP00000285093	0.195	0	0	0	0.071	0.098	0	0.493	0	0.613
AKR1B10	ACACA	1853869	1852858	9606.ENSP00000352584	9606.ENSP00000344789	0	0	0	0	0	0.576	0	0.126	0	0.613
PDK3	PDHA2	1859283	1847558	9606.ENSP00000387536	9606.ENSP00000295266	0	0	0	0	0	0.217	0	0.527	0	0.613
SPO11	CDK2	1855448	1845906	9606.ENSP00000360310	9606.ENSP00000266970	0	0	0	0	0.097	0.476	0	0.248	0	0.613
PDK2	PDHA2	1861508	1847558	9606.ENSP00000420927	9606.ENSP00000295266	0	0	0	0	0	0.217	0	0.527	0	0.613
AKD1	CMPK2	1860832	1844464	9606.ENSP00000410186	9606.ENSP00000256722	0	0	0	0	0.081	0.240	0	0.491	0	0.613
AKD1	DTYMK	1860832	1848672	9606.ENSP00000410186	9606.ENSP00000304802	0	0	0	0	0.081	0.240	0	0.491	0	0.613
PDHA2	PDK4	1847558	1842125	9606.ENSP00000295266	9606.ENSP00000005178	0	0	0	0	0	0.217	0	0.527	0	0.613
RDH11	DHRS3	1857369	1856458	9606.ENSP00000370750	9606.ENSP00000365397	0	0	0.204	0	0	0	0	0.534	0	0.613
ACY1	NUDT1	1858928	1852224	9606.ENSP00000384296	9606.ENSP00000339503	0	0	0	0	0	0.613	0	0	0	0.613
MTHFD1	SARS	1862707	1843407	9606.ENSP00000450560	9606.ENSP00000234677	0.135	0	0	0	0	0	0	0.570	0	0.612
MTHFD1L	SARS	1854567	1843407	9606.ENSP00000356290	9606.ENSP00000234677	0.135	0	0	0	0	0	0	0.570	0	0.612
PDE7B	PDE6D	1849328	1847076	9606.ENSP00000310661	9606.ENSP00000287600	0	0	0	0	0	0	0	0.611	0	0.612
PHGDH	SHMT2	1855016	1851612	9606.ENSP00000358417	9606.ENSP00000333667	0	0	0	0	0	0	0	0.612	0	0.612
SARS2	MTHFD1L	1864854	1854567	9606.ENSP00000472847	9606.ENSP00000356290	0.135	0	0	0	0	0	0	0.570	0	0.612
TOP2A	RARS	1860923	1843297	9606.ENSP00000411532	9606.ENSP00000231572	0	0	0	0	0.073	0	0	0.598	0	0.612
TXNRD2	GSS	1858829	1842630	9606.ENSP00000383365	9606.ENSP00000216951	0	0	0	0	0	0	0	0.612	0	0.612
TOP2A	MCM5	1860923	1842548	9606.ENSP00000411532	9606.ENSP00000216122	0	0	0	0	0.394	0.099	0	0.346	0	0.611
UCHL3	UBA1	1856711	1852107	9606.ENSP00000366819	9606.ENSP00000338413	0	0	0	0	0	0	0	0.611	0	0.611
ADAM17	MMP2	1849242	1842719	9606.ENSP00000309968	9606.ENSP00000219070	0	0	0	0	0	0	0	0.611	0	0.611
ALDH2	GSTT1	1844978	1843934	9606.ENSP00000261733	9606.ENSP00000248935	0	0	0	0	0.070	0	0	0.599	0	0.611
RPS3	IMPDH2	1861952	1850365	9606.ENSP00000433821	9606.ENSP00000321584	0	0	0	0	0.223	0.439	0	0.180	0	0.611
XPNPEP2	NPEPPS	1855403	1850234	9606.ENSP00000360147	9606.ENSP00000320324	0	0	0	0	0.110	0	0	0.581	0	0.611
MYLK3	staurosporine	1858228	-100005279	9606.ENSP00000378288	-1.CID100005279	0	0	0	0	0	0.611	0	0	0	0.611
IDH3B	ACACB	1857292	1852406	9606.ENSP00000370223	9606.ENSP00000341044	0	0	0	0	0	0.363	0	0.415	0	0.611
CYP21A2	HSD17B6	1860743	1850063	9606.ENSP00000408860	9606.ENSP00000318631	0	0	0	0	0	0	0	0.611	0	0.611
ICMT	FNTA	1852712	1848527	9606.ENSP00000343552	9606.ENSP00000303423	0	0	0	0	0	0	0	0.611	0	0.611
MARS	CMPK2	1845042	1844464	9606.ENSP00000262027	9606.ENSP00000256722	0.462	0	0	0	0.112	0.102	0	0.201	0	0.611
ADH7	GOT2	1861470	1843750	9606.ENSP00000420269	9606.ENSP00000245206	0	0	0	0	0.112	0	0	0.580	0	0.611
NEU1	RARS2	1856345	1855052	9606.ENSP00000364782	9606.ENSP00000358549	0	0	0	0	0	0	0	0.611	0	0.611
NPR1	GCDH	1854849	1842891	9606.ENSP00000357669	9606.ENSP00000222214	0	0	0	0	0	0	0	0.610	0	0.610
XPNPEP1	NPEPPS	1861531	1850234	9606.ENSP00000421566	9606.ENSP00000320324	0	0	0	0	0.110	0	0	0.579	0	0.610
PFKP	GAPDHS	1857335	1842904	9606.ENSP00000370517	9606.ENSP00000222286	0.215	0	0	0	0.166	0	0	0.453	0	0.610
TDO2	HPRT1	1862280	1847973	9606.ENSP00000444788	9606.ENSP00000298556	0	0	0	0	0	0	0	0.610	0	0.610
TRPM2	FOLH1	1848185	1844483	9606.ENSP00000300482	9606.ENSP00000256999	0	0	0	0	0	0	0	0.610	0	0.610
TOP2B	GLDC	1859958	1857365	9606.ENSP00000396704	9606.ENSP00000370737	0	0	0	0	0	0	0	0.610	0	0.610
XPNPEP2	ENPEP	1855403	1845702	9606.ENSP00000360147	9606.ENSP00000265162	0	0	0	0	0.110	0	0	0.580	0	0.610
AKR1B1	glutamic acid	1846984	-100000611	9606.ENSP00000285930	-1.CID100000611	0	0	0	0	0	0.570	0	0.120	0	0.610
TYMS	LIG1	1849803	1845325	9606.ENSP00000315644	9606.ENSP00000263274	0	0	0	0	0.282	0	0	0.478	0	0.609
RPS3	MARS	1861952	1845042	9606.ENSP00000433821	9606.ENSP00000262027	0	0	0	0	0.289	0	0	0.472	0	0.609
AHCYL1	TYMS	1855109	1849803	9606.ENSP00000358814	9606.ENSP00000315644	0	0	0	0	0	0.578	0	0.112	0	0.609
TXNRD2	COMT	1858829	1854135	9606.ENSP00000383365	9606.ENSP00000354511	0	0	0	0	0	0	0	0.609	0	0.609
GBA	TGM4	1849713	1847680	9606.ENSP00000314508	9606.ENSP00000296125	0	0	0	0	0	0	0	0.609	0	0.609
